engagement_id,customer_id,date,action_type,device_type,session_duration,pages_viewed,actions_taken
ENG0005568,CUS000518,2021-12-02,Use Planning Tool,Tablet,19,9,4
ENG0005569,CUS000658,2022-01-30,Watch Educational Video,Tablet,20,10,5
ENG0005570,CUS000399,2023-07-14,Login,Mobile Phone,3,1,1
ENG0005571,CUS000036,2023-01-08,Update Profile,Tablet,1,1,1
ENG0005572,CUS000884,2022-12-19,Use Planning Tool,Desktop,11,5,2
ENG0005573,CUS000699,2021-06-03,Contact Support,Desktop,2,1,1
ENG0005574,CUS000031,2023-12-07,Update Profile,Smart TV,3,1,1
ENG0005575,CUS000985,2023-08-30,Watch Educational Video,Tablet,19,9,4
ENG0005576,CUS000075,2023-09-08,Research Product,Tablet,9,4,2
ENG0005577,CUS000256,2023-06-06,Contact Support,Mobile Phone,3,1,1
ENG0005578,CUS000106,2024-09-16,Complete Survey,Voice Assistant,8,4,2
ENG0005579,CUS000963,2023-12-25,Download Statement,Smart TV,3,1,1
ENG0005580,CUS000386,2021-03-29,Complete Survey,Tablet,5,2,1
ENG0005581,CUS000324,2024-05-20,Research Product,Voice Assistant,25,12,6
ENG0005582,CUS000697,2024-08-15,Watch Educational Video,Mobile Phone,19,9,4
ENG0005583,CUS000100,2024-05-18,Research Product,Mobile Phone,20,10,5
ENG0005584,CUS000702,2022-11-30,Complete Survey,Desktop,3,1,1
ENG0005585,CUS000930,2021-12-09,View Balance,Tablet,8,4,2
ENG0005586,CUS000826,2023-10-28,Contact Support,Smart TV,6,3,1
ENG0005587,CUS000266,2024-08-09,Contact Support,Voice Assistant,6,3,1
ENG0005588,CUS000484,2023-11-11,Login,Desktop,2,1,1
ENG0005589,CUS000797,2022-09-23,View Balance,Mobile Phone,8,4,2
ENG0005590,CUS000076,2022-10-13,Download Statement,Smart TV,2,1,1
ENG0005591,CUS000793,2024-03-20,View Balance,Voice Assistant,2,1,1
ENG0005592,CUS000186,2021-11-03,Watch Educational Video,Tablet,11,5,2
ENG0005593,CUS000875,2021-11-01,Update Profile,Mobile Phone,2,1,1
ENG0005594,CUS000150,2024-09-24,Watch Educational Video,Tablet,7,3,1
ENG0005595,CUS000005,2020-04-16,Watch Educational Video,Tablet,26,13,6
ENG0005596,CUS000042,2023-03-27,Research Product,Desktop,9,4,2
ENG0005597,CUS000397,2021-11-14,Complete Survey,Tablet,3,1,1
ENG0005598,CUS000129,2023-10-16,Login,Smart TV,5,2,1
ENG0005599,CUS000817,2024-05-06,Watch Educational Video,Mobile Phone,6,3,1
ENG0005600,CUS000315,2021-08-03,Login,Voice Assistant,1,1,1
ENG0005601,CUS000237,2021-10-28,Update Profile,Voice Assistant,2,1,1
ENG0005602,CUS000993,2024-04-07,Update Profile,Smart TV,2,1,1
ENG0005603,CUS000216,2024-01-07,Research Product,Voice Assistant,11,5,2
ENG0005604,CUS000867,2023-01-28,Watch Educational Video,Desktop,9,4,2
ENG0005605,CUS000644,2023-08-07,Login,Tablet,2,1,1
ENG0005606,CUS000632,2020-10-18,Complete Survey,Tablet,2,1,1
ENG0005607,CUS000517,2023-05-18,Complete Survey,Desktop,8,4,2
ENG0005608,CUS000043,2022-08-24,Use Planning Tool,Smart TV,30,15,7
ENG0005609,CUS000058,2024-06-05,Complete Survey,Mobile Phone,2,1,1
ENG0005610,CUS000247,2023-05-17,Use Planning Tool,Tablet,11,5,2
ENG0005611,CUS000464,2024-08-06,Contact Support,Mobile Phone,2,1,1
ENG0005612,CUS000061,2024-02-24,Use Planning Tool,Desktop,24,12,6
ENG0005613,CUS000387,2024-01-01,Watch Educational Video,Tablet,23,11,5
ENG0005614,CUS000063,2024-05-21,Update Profile,Smart TV,2,1,1
ENG0005615,CUS000633,2024-03-15,View Balance,Voice Assistant,3,1,1
ENG0005616,CUS000816,2024-05-21,Use Planning Tool,Tablet,11,5,2
ENG0005617,CUS000511,2023-07-02,Research Product,Voice Assistant,10,5,2
ENG0005618,CUS000789,2024-09-29,Update Profile,Desktop,2,1,1
ENG0005619,CUS000882,2024-07-29,Download Statement,Desktop,3,1,1
ENG0005620,CUS000904,2024-08-15,Modify Investment,Mobile Phone,6,3,1
ENG0005621,CUS000076,2022-07-30,Watch Educational Video,Tablet,18,9,4
ENG0005622,CUS000853,2022-01-22,Download Statement,Desktop,1,1,1
ENG0005623,CUS000323,2023-08-11,Use Planning Tool,Voice Assistant,17,8,4
ENG0005624,CUS000149,2024-06-20,Download Statement,Voice Assistant,3,1,1
ENG0005625,CUS000014,2022-07-09,Complete Survey,Mobile Phone,9,4,2
ENG0005626,CUS000479,2022-08-11,Use Planning Tool,Voice Assistant,8,4,2
ENG0005627,CUS000853,2021-08-12,Login,Smart TV,2,1,1
ENG0005628,CUS000669,2024-06-11,Complete Survey,Tablet,5,2,1
ENG0005629,CUS000522,2024-09-20,Complete Survey,Tablet,6,3,1
ENG0005630,CUS000177,2024-06-28,Watch Educational Video,Tablet,27,13,6
ENG0005631,CUS000917,2024-04-29,Modify Investment,Tablet,7,3,1
ENG0005632,CUS000033,2023-09-25,Update Profile,Voice Assistant,2,1,1
ENG0005633,CUS000823,2022-07-23,View Balance,Voice Assistant,8,4,2
ENG0005634,CUS000477,2021-04-24,Login,Mobile Phone,2,1,1
ENG0005635,CUS000507,2024-02-25,Contact Support,Mobile Phone,4,2,1
ENG0005636,CUS000919,2024-05-28,Research Product,Mobile Phone,28,14,7
ENG0005637,CUS000562,2022-10-06,Complete Survey,Tablet,10,5,2
ENG0005638,CUS000153,2024-04-29,Research Product,Tablet,9,4,2
ENG0005639,CUS000540,2021-03-10,Modify Investment,Mobile Phone,3,1,1
ENG0005640,CUS000639,2024-02-14,Contact Support,Mobile Phone,10,5,2
ENG0005641,CUS000320,2024-06-22,Contact Support,Desktop,10,5,2
ENG0005642,CUS000354,2023-11-08,View Balance,Smart TV,7,3,1
ENG0005643,CUS000206,2023-06-03,Watch Educational Video,Smart TV,11,5,2
ENG0005644,CUS000583,2022-02-03,Use Planning Tool,Tablet,23,11,5
ENG0005645,CUS000310,2023-05-02,Complete Survey,Desktop,3,1,1
ENG0005646,CUS000796,2024-07-18,View Balance,Voice Assistant,4,2,1
ENG0005647,CUS000342,2022-01-02,Use Planning Tool,Tablet,12,6,3
ENG0005648,CUS000847,2024-05-28,Login,Mobile Phone,4,2,1
ENG0005649,CUS000129,2023-10-30,Update Profile,Smart TV,3,1,1
ENG0005650,CUS000109,2024-07-07,Complete Survey,Desktop,9,4,2
ENG0005651,CUS000576,2024-01-21,View Balance,Tablet,3,1,1
ENG0005652,CUS000225,2022-05-24,Watch Educational Video,Mobile Phone,10,5,2
ENG0005653,CUS000617,2022-07-11,Login,Tablet,5,2,1
ENG0005654,CUS000775,2024-05-31,Contact Support,Tablet,5,2,1
ENG0005655,CUS000804,2023-06-17,Use Planning Tool,Voice Assistant,23,11,5
ENG0005656,CUS000774,2023-08-04,Contact Support,Tablet,3,1,1
ENG0005657,CUS000570,2024-09-04,Complete Survey,Smart TV,9,4,2
ENG0005658,CUS000585,2022-10-01,Modify Investment,Tablet,8,4,2
ENG0005659,CUS000324,2024-07-19,Use Planning Tool,Desktop,25,12,6
ENG0005660,CUS000335,2024-03-10,Use Planning Tool,Desktop,14,7,3
ENG0005661,CUS000213,2023-06-07,Complete Survey,Mobile Phone,6,3,1
ENG0005662,CUS000510,2023-08-12,Watch Educational Video,Voice Assistant,14,7,3
ENG0005663,CUS000579,2023-04-20,Contact Support,Mobile Phone,8,4,2
ENG0005664,CUS000886,2023-11-07,View Balance,Desktop,4,2,1
ENG0005665,CUS000169,2023-07-28,Download Statement,Voice Assistant,5,2,1
ENG0005666,CUS000145,2024-08-29,Contact Support,Smart TV,5,2,1
ENG0005667,CUS000544,2024-08-05,Contact Support,Smart TV,9,4,2
ENG0005668,CUS000165,2023-03-26,Watch Educational Video,Desktop,15,7,3
ENG0005669,CUS000032,2024-09-27,Contact Support,Mobile Phone,10,5,2
ENG0005670,CUS000453,2024-07-30,Modify Investment,Tablet,3,1,1
ENG0005671,CUS000698,2021-07-10,Research Product,Voice Assistant,19,9,4
ENG0005672,CUS000763,2023-08-20,Use Planning Tool,Mobile Phone,27,13,6
ENG0005673,CUS000436,2024-07-08,Use Planning Tool,Voice Assistant,9,4,2
ENG0005674,CUS000483,2024-04-14,Login,Smart TV,4,2,1
ENG0005675,CUS000757,2021-02-05,View Balance,Smart TV,4,2,1
ENG0005676,CUS000168,2023-11-16,Download Statement,Voice Assistant,4,2,1
ENG0005677,CUS000352,2024-09-22,Watch Educational Video,Mobile Phone,26,13,6
ENG0005678,CUS000713,2022-10-20,Download Statement,Tablet,5,2,1
ENG0005679,CUS000220,2024-07-09,Contact Support,Tablet,2,1,1
ENG0005680,CUS000329,2023-06-12,View Balance,Smart TV,6,3,1
ENG0005681,CUS000581,2022-02-14,Download Statement,Mobile Phone,3,1,1
ENG0005682,CUS000355,2021-07-16,Watch Educational Video,Voice Assistant,28,14,7
ENG0005683,CUS000420,2022-08-22,View Balance,Voice Assistant,8,4,2
ENG0005684,CUS000737,2024-07-25,Modify Investment,Mobile Phone,3,1,1
ENG0005685,CUS000822,2022-10-05,Update Profile,Mobile Phone,1,1,1
ENG0005686,CUS000622,2024-01-18,Modify Investment,Desktop,3,1,1
ENG0005687,CUS000685,2023-11-16,Modify Investment,Tablet,5,2,1
ENG0005688,CUS000018,2023-12-27,Research Product,Smart TV,12,6,3
ENG0005689,CUS000539,2024-07-14,Research Product,Mobile Phone,24,12,6
ENG0005690,CUS000021,2024-08-23,Research Product,Mobile Phone,16,8,4
ENG0005691,CUS000095,2020-11-13,Update Profile,Mobile Phone,1,1,1
ENG0005692,CUS000749,2023-02-17,Complete Survey,Smart TV,7,3,1
ENG0005693,CUS000137,2024-04-27,Modify Investment,Smart TV,4,2,1
ENG0005694,CUS000099,2023-01-10,Login,Tablet,2,1,1
ENG0005695,CUS000940,2024-05-14,View Balance,Voice Assistant,8,4,2
ENG0005696,CUS000643,2023-10-05,Login,Mobile Phone,3,1,1
ENG0005697,CUS000413,2021-07-02,Research Product,Smart TV,13,6,3
ENG0005698,CUS000901,2024-06-10,Modify Investment,Mobile Phone,7,3,1
ENG0005699,CUS000601,2023-12-24,Update Profile,Mobile Phone,4,2,1
ENG0005700,CUS000744,2023-10-03,Download Statement,Tablet,1,1,1
ENG0005701,CUS000641,2023-01-10,Download Statement,Smart TV,1,1,1
ENG0005702,CUS000642,2024-06-06,View Balance,Desktop,5,2,1
ENG0005703,CUS000050,2024-01-04,Research Product,Mobile Phone,24,12,6
ENG0005704,CUS000710,2021-11-23,Research Product,Voice Assistant,24,12,6
ENG0005705,CUS000459,2023-12-21,Use Planning Tool,Smart TV,17,8,4
ENG0005706,CUS000560,2022-11-06,Login,Tablet,1,1,1
ENG0005707,CUS000867,2022-10-08,Modify Investment,Tablet,3,1,1
ENG0005708,CUS000615,2021-04-15,Login,Smart TV,1,1,1
ENG0005709,CUS000145,2024-08-15,Contact Support,Tablet,10,5,2
ENG0005710,CUS000420,2023-05-03,Login,Tablet,5,2,1
ENG0005711,CUS000717,2024-03-09,Login,Desktop,2,1,1
ENG0005712,CUS000925,2020-05-09,Use Planning Tool,Voice Assistant,27,13,6
ENG0005713,CUS000345,2023-01-18,Update Profile,Mobile Phone,3,1,1
ENG0005714,CUS000019,2021-11-15,View Balance,Mobile Phone,4,2,1
ENG0005715,CUS000025,2024-03-07,Download Statement,Mobile Phone,2,1,1
ENG0005716,CUS000714,2023-11-30,Research Product,Tablet,9,4,2
ENG0005717,CUS000997,2021-05-30,Modify Investment,Tablet,8,4,2
ENG0005718,CUS000345,2021-01-31,Download Statement,Smart TV,3,1,1
ENG0005719,CUS000493,2024-09-25,Research Product,Voice Assistant,6,3,1
ENG0005720,CUS000967,2024-01-30,Update Profile,Mobile Phone,1,1,1
ENG0005721,CUS000170,2023-05-18,Download Statement,Mobile Phone,5,2,1
ENG0005722,CUS000260,2024-08-26,View Balance,Desktop,6,3,1
ENG0005723,CUS000886,2022-04-11,Contact Support,Tablet,9,4,2
ENG0005724,CUS000650,2023-04-13,Modify Investment,Mobile Phone,3,1,1
ENG0005725,CUS000688,2024-09-02,Research Product,Desktop,7,3,1
ENG0005726,CUS000356,2024-01-05,Research Product,Smart TV,13,6,3
ENG0005727,CUS000470,2022-07-08,Login,Tablet,4,2,1
ENG0005728,CUS000189,2023-12-19,Download Statement,Mobile Phone,2,1,1
ENG0005729,CUS000416,2024-09-02,Complete Survey,Desktop,8,4,2
ENG0005730,CUS000923,2024-07-17,Use Planning Tool,Tablet,20,10,5
ENG0005731,CUS000393,2024-07-02,Update Profile,Mobile Phone,5,2,1
ENG0005732,CUS000523,2023-09-27,Contact Support,Desktop,9,4,2
ENG0005733,CUS000294,2022-02-11,Contact Support,Mobile Phone,5,2,1
ENG0005734,CUS000321,2023-02-02,Login,Desktop,1,1,1
ENG0005735,CUS000528,2023-12-25,Update Profile,Smart TV,2,1,1
ENG0005736,CUS000394,2023-09-30,View Balance,Desktop,2,1,1
ENG0005737,CUS000420,2022-06-21,Login,Voice Assistant,2,1,1
ENG0005738,CUS000730,2024-05-15,Research Product,Mobile Phone,22,11,5
ENG0005739,CUS000365,2024-08-22,Modify Investment,Tablet,9,4,2
ENG0005740,CUS000041,2022-12-18,Login,Desktop,3,1,1
ENG0005741,CUS000018,2022-08-15,Research Product,Voice Assistant,30,15,7
ENG0005742,CUS000357,2024-08-13,Research Product,Smart TV,16,8,4
ENG0005743,CUS000689,2022-06-08,Watch Educational Video,Smart TV,5,2,1
ENG0005744,CUS000110,2023-11-07,Use Planning Tool,Mobile Phone,17,8,4
ENG0005745,CUS000762,2024-08-13,Modify Investment,Smart TV,10,5,2
ENG0005746,CUS000054,2023-10-25,Login,Voice Assistant,1,1,1
ENG0005747,CUS000523,2023-08-28,Contact Support,Mobile Phone,4,2,1
ENG0005748,CUS000912,2023-12-21,Watch Educational Video,Mobile Phone,19,9,4
ENG0005749,CUS000059,2023-01-08,Download Statement,Mobile Phone,3,1,1
ENG0005750,CUS000073,2024-05-23,Use Planning Tool,Mobile Phone,9,4,2
ENG0005751,CUS000848,2024-05-14,Watch Educational Video,Smart TV,20,10,5
ENG0005752,CUS000321,2023-08-04,Use Planning Tool,Smart TV,21,10,5
ENG0005753,CUS000842,2024-08-30,Update Profile,Desktop,2,1,1
ENG0005754,CUS000477,2023-06-16,Research Product,Mobile Phone,20,10,5
ENG0005755,CUS000075,2024-08-28,Contact Support,Mobile Phone,3,1,1
ENG0005756,CUS000963,2024-01-04,Update Profile,Desktop,3,1,1
ENG0005757,CUS000147,2024-07-25,Login,Tablet,4,2,1
ENG0005758,CUS000821,2022-05-10,Watch Educational Video,Mobile Phone,23,11,5
ENG0005759,CUS000261,2024-09-24,Modify Investment,Tablet,3,1,1
ENG0005760,CUS000117,2023-02-01,Login,Smart TV,4,2,1
ENG0005761,CUS000349,2024-04-22,Login,Mobile Phone,3,1,1
ENG0005762,CUS000410,2023-02-02,Contact Support,Tablet,6,3,1
ENG0005763,CUS000389,2021-10-17,Watch Educational Video,Tablet,12,6,3
ENG0005764,CUS000075,2024-06-01,Complete Survey,Tablet,3,1,1
ENG0005765,CUS000219,2023-09-26,Update Profile,Desktop,4,2,1
ENG0005766,CUS000910,2024-02-21,Download Statement,Mobile Phone,3,1,1
ENG0005767,CUS000033,2024-08-02,Contact Support,Mobile Phone,6,3,1
ENG0005768,CUS000209,2024-06-25,Research Product,Tablet,11,5,2
ENG0005769,CUS000110,2023-04-30,Update Profile,Mobile Phone,2,1,1
ENG0005770,CUS000996,2022-05-14,Login,Smart TV,5,2,1
ENG0005771,CUS000504,2023-12-27,Complete Survey,Mobile Phone,5,2,1
ENG0005772,CUS000534,2022-12-01,Contact Support,Tablet,6,3,1
ENG0005773,CUS000374,2024-06-19,Contact Support,Mobile Phone,9,4,2
ENG0005774,CUS000933,2024-06-12,Modify Investment,Desktop,9,4,2
ENG0005775,CUS000595,2024-06-05,Update Profile,Tablet,1,1,1
ENG0005776,CUS000262,2023-01-29,Download Statement,Mobile Phone,5,2,1
ENG0005777,CUS000005,2023-12-21,Update Profile,Tablet,5,2,1
ENG0005778,CUS000991,2022-11-04,View Balance,Tablet,2,1,1
ENG0005779,CUS000138,2023-11-08,Watch Educational Video,Mobile Phone,29,14,7
ENG0005780,CUS000552,2022-01-05,Watch Educational Video,Smart TV,21,10,5
ENG0005781,CUS000488,2022-06-09,Modify Investment,Smart TV,4,2,1
ENG0005782,CUS000446,2021-07-09,Contact Support,Mobile Phone,4,2,1
ENG0005783,CUS000212,2023-09-01,View Balance,Mobile Phone,5,2,1
ENG0005784,CUS000617,2022-04-21,Update Profile,Mobile Phone,4,2,1
ENG0005785,CUS000253,2023-01-22,Modify Investment,Tablet,5,2,1
ENG0005786,CUS000913,2024-03-23,Download Statement,Tablet,4,2,1
ENG0005787,CUS000951,2022-09-18,Login,Tablet,4,2,1
ENG0005788,CUS000135,2024-06-09,Login,Voice Assistant,2,1,1
ENG0005789,CUS000948,2023-08-10,Research Product,Voice Assistant,28,14,7
ENG0005790,CUS000866,2023-03-08,Contact Support,Mobile Phone,9,4,2
ENG0005791,CUS000089,2024-02-11,Update Profile,Mobile Phone,4,2,1
ENG0005792,CUS000622,2024-05-19,Download Statement,Voice Assistant,4,2,1
ENG0005793,CUS000622,2024-03-31,Contact Support,Smart TV,7,3,1
ENG0005794,CUS000751,2024-01-04,Watch Educational Video,Voice Assistant,19,9,4
ENG0005795,CUS000384,2024-07-03,View Balance,Tablet,4,2,1
ENG0005796,CUS000091,2022-02-06,Modify Investment,Tablet,5,2,1
ENG0005797,CUS000140,2022-12-06,Use Planning Tool,Tablet,19,9,4
ENG0005798,CUS000694,2022-10-27,Modify Investment,Desktop,3,1,1
ENG0005799,CUS000111,2022-05-30,Use Planning Tool,Tablet,8,4,2
ENG0005800,CUS000960,2024-04-28,Contact Support,Smart TV,7,3,1
ENG0005801,CUS000539,2024-07-14,View Balance,Mobile Phone,5,2,1
ENG0005802,CUS000297,2024-03-04,Contact Support,Tablet,2,1,1
ENG0005803,CUS000056,2022-07-15,Modify Investment,Mobile Phone,4,2,1
ENG0005804,CUS000127,2024-06-21,Modify Investment,Mobile Phone,5,2,1
ENG0005805,CUS000312,2024-08-11,Modify Investment,Desktop,7,3,1
ENG0005806,CUS000525,2023-11-05,Contact Support,Mobile Phone,7,3,1
ENG0005807,CUS000814,2022-02-02,Watch Educational Video,Tablet,12,6,3
ENG0005808,CUS000584,2024-08-24,Login,Desktop,2,1,1
ENG0005809,CUS000436,2024-09-23,Contact Support,Mobile Phone,3,1,1
ENG0005810,CUS000281,2024-02-28,Download Statement,Desktop,2,1,1
ENG0005811,CUS000006,2023-02-13,Update Profile,Tablet,3,1,1
ENG0005812,CUS000589,2022-10-29,Research Product,Mobile Phone,25,12,6
ENG0005813,CUS000481,2023-01-04,View Balance,Voice Assistant,9,4,2
ENG0005814,CUS000487,2023-03-07,Modify Investment,Voice Assistant,4,2,1
ENG0005815,CUS000162,2024-08-19,Modify Investment,Mobile Phone,8,4,2
ENG0005816,CUS000326,2023-01-24,Research Product,Mobile Phone,16,8,4
ENG0005817,CUS000459,2023-09-25,Update Profile,Tablet,5,2,1
ENG0005818,CUS000907,2022-10-30,Contact Support,Desktop,10,5,2
ENG0005819,CUS000005,2021-03-29,Complete Survey,Desktop,4,2,1
ENG0005820,CUS000121,2024-05-09,Complete Survey,Mobile Phone,2,1,1
ENG0005821,CUS000937,2024-07-10,Watch Educational Video,Voice Assistant,26,13,6
ENG0005822,CUS000531,2024-02-01,Modify Investment,Mobile Phone,10,5,2
ENG0005823,CUS000840,2022-06-03,Use Planning Tool,Tablet,15,7,3
ENG0005824,CUS000324,2024-09-25,Contact Support,Tablet,9,4,2
ENG0005825,CUS000787,2024-07-16,Login,Tablet,1,1,1
ENG0005826,CUS000038,2021-08-01,Contact Support,Tablet,7,3,1
ENG0005827,CUS000238,2023-03-15,Login,Tablet,3,1,1
ENG0005828,CUS000479,2024-08-19,Use Planning Tool,Desktop,20,10,5
ENG0005829,CUS000073,2024-05-13,Update Profile,Mobile Phone,3,1,1
ENG0005830,CUS000883,2024-07-13,Research Product,Tablet,5,2,1
ENG0005831,CUS000700,2024-05-29,Modify Investment,Voice Assistant,4,2,1
ENG0005832,CUS000310,2022-11-17,View Balance,Voice Assistant,3,1,1
ENG0005833,CUS000702,2021-06-24,Update Profile,Desktop,4,2,1
ENG0005834,CUS000303,2023-03-16,Complete Survey,Tablet,3,1,1
ENG0005835,CUS000441,2024-06-19,Contact Support,Tablet,9,4,2
ENG0005836,CUS000602,2023-05-24,View Balance,Desktop,5,2,1
ENG0005837,CUS000234,2024-09-20,Contact Support,Smart TV,8,4,2
ENG0005838,CUS000001,2024-02-17,Login,Tablet,3,1,1
ENG0005839,CUS000791,2023-01-30,Use Planning Tool,Smart TV,28,14,7
ENG0005840,CUS000208,2024-01-31,Download Statement,Voice Assistant,4,2,1
ENG0005841,CUS000016,2024-02-27,Login,Tablet,2,1,1
ENG0005842,CUS000549,2024-08-31,Contact Support,Desktop,7,3,1
ENG0005843,CUS000381,2024-03-22,Use Planning Tool,Tablet,17,8,4
ENG0005844,CUS000584,2024-07-27,Research Product,Voice Assistant,28,14,7
ENG0005845,CUS000693,2024-03-12,Modify Investment,Voice Assistant,6,3,1
ENG0005846,CUS000633,2023-08-25,Download Statement,Tablet,2,1,1
ENG0005847,CUS000768,2024-09-14,Contact Support,Mobile Phone,4,2,1
ENG0005848,CUS000590,2024-08-19,Modify Investment,Voice Assistant,4,2,1
ENG0005849,CUS000560,2023-10-03,View Balance,Mobile Phone,3,1,1
ENG0005850,CUS000589,2023-10-07,Complete Survey,Voice Assistant,8,4,2
ENG0005851,CUS000827,2023-07-24,Use Planning Tool,Mobile Phone,20,10,5
ENG0005852,CUS000915,2024-02-07,Contact Support,Tablet,5,2,1
ENG0005853,CUS000801,2024-03-22,Watch Educational Video,Voice Assistant,27,13,6
ENG0005854,CUS000553,2023-09-25,Update Profile,Mobile Phone,1,1,1
ENG0005855,CUS000569,2024-09-28,Login,Tablet,1,1,1
ENG0005856,CUS000875,2023-01-31,View Balance,Tablet,2,1,1
ENG0005857,CUS000119,2024-08-28,View Balance,Mobile Phone,7,3,1
ENG0005858,CUS000210,2024-02-10,Watch Educational Video,Mobile Phone,19,9,4
ENG0005859,CUS000387,2022-10-17,View Balance,Desktop,7,3,1
ENG0005860,CUS000309,2024-08-31,Modify Investment,Smart TV,7,3,1
ENG0005861,CUS000153,2023-07-27,Update Profile,Tablet,5,2,1
ENG0005862,CUS000651,2024-08-30,Login,Smart TV,4,2,1
ENG0005863,CUS000001,2024-09-27,Use Planning Tool,Tablet,26,13,6
ENG0005864,CUS000838,2021-07-10,Modify Investment,Mobile Phone,8,4,2
ENG0005865,CUS000611,2024-09-02,Update Profile,Smart TV,4,2,1
ENG0005866,CUS000652,2024-05-01,Use Planning Tool,Tablet,8,4,2
ENG0005867,CUS000516,2023-01-27,Research Product,Smart TV,29,14,7
ENG0005868,CUS000523,2023-05-15,Login,Mobile Phone,1,1,1
ENG0005869,CUS000176,2024-04-29,Contact Support,Mobile Phone,6,3,1
ENG0005870,CUS000800,2023-10-21,Use Planning Tool,Voice Assistant,24,12,6
ENG0005871,CUS000681,2024-08-12,Research Product,Voice Assistant,24,12,6
ENG0005872,CUS000897,2024-02-23,Login,Desktop,3,1,1
ENG0005873,CUS000665,2024-08-30,Modify Investment,Tablet,9,4,2
ENG0005874,CUS000143,2024-06-29,Contact Support,Voice Assistant,4,2,1
ENG0005875,CUS000469,2024-09-01,Download Statement,Tablet,3,1,1
ENG0005876,CUS000102,2023-10-01,View Balance,Tablet,10,5,2
ENG0005877,CUS000241,2023-10-10,Watch Educational Video,Tablet,9,4,2
ENG0005878,CUS000576,2024-03-05,Use Planning Tool,Smart TV,26,13,6
ENG0005879,CUS000750,2024-09-09,Complete Survey,Mobile Phone,4,2,1
ENG0005880,CUS000296,2024-02-01,Update Profile,Voice Assistant,3,1,1
ENG0005881,CUS000489,2024-03-01,Watch Educational Video,Tablet,23,11,5
ENG0005882,CUS000773,2024-06-24,Watch Educational Video,Tablet,11,5,2
ENG0005883,CUS000825,2024-07-13,Research Product,Smart TV,6,3,1
ENG0005884,CUS000814,2022-02-12,Watch Educational Video,Voice Assistant,28,14,7
ENG0005885,CUS000469,2023-12-24,Complete Survey,Mobile Phone,8,4,2
ENG0005886,CUS000055,2021-11-26,Login,Smart TV,5,2,1
ENG0005887,CUS000282,2024-08-19,Complete Survey,Desktop,4,2,1
ENG0005888,CUS000183,2023-08-21,Complete Survey,Smart TV,8,4,2
ENG0005889,CUS000891,2024-09-03,Contact Support,Tablet,8,4,2
ENG0005890,CUS000771,2024-02-26,View Balance,Tablet,4,2,1
